Annee;HC;HP;HF;Valeur
2023;HC_65;TOTAL;TOTAL;318
2023;HC_71;TOTAL;TOTAL;1129
2024;HC_11;TOTAL;TOTAL;54217
2024;HC_12;TOTAL;TOTAL;13319
2024;HC_131;TOTAL;TOTAL;17540
2024;HC_23;TOTAL;TOTAL;11951
2024;HC_24;TOTAL;TOTAL;0
2024;HC_31;TOTAL;TOTAL;40077
2024;HC_32;TOTAL;TOTAL;107
2024;HC_41;TOTAL;TOTAL;4980
2024;HC_42;TOTAL;TOTAL;5919
2024;HC_43;TOTAL;TOTAL;6863
2024;HC_513;TOTAL;TOTAL;3243
2024;HC_61;TOTAL;TOTAL;1315
2024;HC_72;TOTAL;TOTAL;15734
2021;HC_11;TOTAL;HF_21;1308
2021;HC_12;TOTAL;HF_121;10173
2021;HC_12;TOTAL;HF_122;85
2021;HC_12;TOTAL;HF_21;158
2021;HC_14;TOTAL;HF_11;52
2021;HC_14;TOTAL;HF_122;217
2021;HC_14;TOTAL;HF_32;123
2021;HC_22;TOTAL;HF_121;942
2021;HC_22;TOTAL;HF_122;9
2021;HC_22;TOTAL;HF_21;17
2021;HC_22;TOTAL;HF_32;16
2021;HC_23;TOTAL;HF_11;19
2021;HC_23;TOTAL;HF_21;654
2021;HC_23;TOTAL;HF_31;2093
2021;HC_24;TOTAL;HF_121;0
2021;HC_24;TOTAL;HF_32;0
2021;HC_31;TOTAL;HF_121;22512
2021;HC_31;TOTAL;HF_32;12616
2021;HC_41;TOTAL;HF_32;332
2021;HC_42;TOTAL;HF_32;340
2021;HC_52;TOTAL;HF_121;9121
2021;HC_52;TOTAL;HF_31;373
2021;HC_61;TOTAL;HF_32;0
2021;HC_62;TOTAL;HF_121;4066
2021;HC_62;TOTAL;HF_122;72
2021;HC_63;TOTAL;HF_32;177
2021;HC_64;TOTAL;HF_11;900
2021;HC_64;TOTAL;HF_121;1220
2021;HC_64;TOTAL;HF_122;0
2021;HC_64;TOTAL;HF_23;2162
2021;HC_64;TOTAL;HF_32;22
2021;HC_65;TOTAL;HF_121;218
2021;HC_65;TOTAL;HF_122;0
2021;HC_65;TOTAL;HF_21;0
2021;HC_66;TOTAL;HF_11;228
2021;HC_71;TOTAL;HF_11;1126
2022;HC_12;TOTAL;HF_21;151
2022;HC_12;TOTAL;HF_32;126
2022;HC_14;TOTAL;HF_121;11197
2022;HC_14;TOTAL;HF_32;127
2022;HC_21;TOTAL;HF_32;137
2022;HC_22;TOTAL;HF_21;19
2022;HC_23;TOTAL;HF_11;21
2022;HC_23;TOTAL;HF_121;5860
2022;HC_31;TOTAL;HF_11;774
2022;HC_31;TOTAL;HF_32;12994
2022;HC_33;TOTAL;HF_121;1536
2022;HC_34;TOTAL;HF_11;4100
2022;HC_41;TOTAL;HF_11;28
2022;HC_41;TOTAL;HF_121;3561
2022;HC_41;TOTAL;HF_122;572
2022;HC_41;TOTAL;HF_21;477
2022;HC_42;TOTAL;HF_21;260
2022;HC_43;TOTAL;HF_11;26
2022;HC_43;TOTAL;HF_121;5698
2022;HC_52;TOTAL;HF_11;57
2022;HC_52;TOTAL;HF_121;9484
2022;HC_52;TOTAL;HF_31;325
2022;HC_62;TOTAL;HF_121;2077
2022;HC_62;TOTAL;HF_122;94
2022;HC_63;TOTAL;HF_121;4594
2022;HC_63;TOTAL;HF_21;41
2022;HC_63;TOTAL;HF_32;159
2022;HC_64;TOTAL;HF_11;909
2022;HC_64;TOTAL;HF_122;0
2022;HC_64;TOTAL;HF_23;2254
2022;HC_65;TOTAL;HF_121;257
2022;HC_65;TOTAL;HF_122;0
2022;HC_66;TOTAL;HF_11;124
2022;HC_72;TOTAL;HF_121;6729
2023;HC_11;TOTAL;HF_11;746
2023;HC_11;TOTAL;HF_31;193
2023;HC_14;TOTAL;HF_11;54
2023;HC_14;TOTAL;HF_121;11450
2023;HC_14;TOTAL;HF_122;272
2023;HC_22;TOTAL;HF_32;11
2023;HC_23;TOTAL;HF_122;802
2023;HC_23;TOTAL;HF_21;752
2023;HC_23;TOTAL;HF_31;2413
2023;HC_23;TOTAL;HF_32;844
2023;HC_24;TOTAL;HF_11;0
2023;HC_24;TOTAL;HF_32;0
2023;HC_31;TOTAL;HF_11;807
2023;HC_31;TOTAL;HF_21;10
2023;HC_33;TOTAL;HF_121;1600
2023;HC_34;TOTAL;HF_121;4075
2023;HC_34;TOTAL;HF_122;13
2023;HC_42;TOTAL;HF_21;279
2023;HC_43;TOTAL;HF_21;115
2023;HC_52;TOTAL;HF_11;64
2023;HC_52;TOTAL;HF_21;2745
2023;HC_52;TOTAL;HF_31;321
2023;HC_61;TOTAL;HF_121;310
2023;HC_62;TOTAL;HF_122;116
2023;HC_62;TOTAL;HF_21;129
2023;HC_63;TOTAL;HF_121;797
2023;HC_63;TOTAL;HF_122;0
2023;HC_63;TOTAL;HF_32;23
2023;HC_64;TOTAL;HF_11;1004
2023;HC_64;TOTAL;HF_122;0
2023;HC_64;TOTAL;HF_21;0
2023;HC_64;TOTAL;HF_32;28
2023;HC_65;TOTAL;HF_121;278
2023;HC_65;TOTAL;HF_122;0
2023;HC_71;TOTAL;HF_11;1129
2023;HC_72;TOTAL;HF_122;3725
2024;HC_12;TOTAL;HF_32;102
2024;HC_14;TOTAL;HF_121;11644
2024;HC_14;TOTAL;HF_21;384
2024;HC_21;TOTAL;HF_11;108
2024;HC_21;TOTAL;HF_32;31
2024;HC_22;TOTAL;HF_11;18
2024;HC_22;TOTAL;HF_21;24
2024;HC_23;TOTAL;HF_11;26
2024;HC_23;TOTAL;HF_122;863
2024;HC_23;TOTAL;HF_21;810
2024;HC_23;TOTAL;HF_31;2601
2024;HC_31;TOTAL;HF_122;49
2024;HC_34;TOTAL;HF_32;543
2024;HC_41;TOTAL;HF_32;236
2024;HC_42;TOTAL;HF_122;486
2024;HC_43;TOTAL;HF_122;97
2024;HC_52;TOTAL;HF_31;272
2024;HC_61;TOTAL;HF_11;970
2024;HC_61;TOTAL;HF_121;345
2024;HC_62;TOTAL;HF_121;1130
2024;HC_62;TOTAL;HF_32;41
2024;HC_63;TOTAL;HF_11;46
2024;HC_63;TOTAL;HF_121;549
2024;HC_63;TOTAL;HF_122;0
2024;HC_64;TOTAL;HF_21;0
2024;HC_65;TOTAL;HF_11;18
2024;HC_66;TOTAL;HF_11;178
2021;HC_11;HP_11;TOTAL;41099
2021;HC_11;HP_13;TOTAL;862
2021;HC_14;HP_11;TOTAL;1579
2021;HC_14;HP_12;TOTAL;37
2021;HC_14;HP_13;TOTAL;9
2021;HC_21;HP_11;TOTAL;9044
2021;HC_21;HP_13;TOTAL;245
2021;HC_22;HP_11;TOTAL;1003
2021;HC_23;HP_11;TOTAL;383
2021;HC_23;HP_13;TOTAL;4
2021;HC_23;HP_33;TOTAL;9386
2021;HC_23;HP_34;TOTAL;73
2021;HC_24;HP_33;TOTAL;0
2021;HC_41;HP_11;TOTAL;384
2021;HC_41;HP_42;TOTAL;4619
2021;HC_42;HP_13;TOTAL;1
2021;HC_42;HP_42;TOTAL;4370
2021;HC_52;HP_13;TOTAL;128
2021;HC_61;HP_34;TOTAL;141
2021;HC_62;HP_13;TOTAL;0
2021;HC_62;HP_31;TOTAL;833
2021;HC_62;HP_33;TOTAL;476
2021;HC_62;HP_42;TOTAL;0
2021;HC_62;HP_59;TOTAL;0
2021;HC_63;HP_33;TOTAL;381
2021;HC_63;HP_42;TOTAL;4371
2021;HC_64;HP_12;TOTAL;0
2021;HC_64;HP_32;TOTAL;222
2021;HC_64;HP_34;TOTAL;848
2021;HC_64;HP_51;TOTAL;0
2021;HC_64;HP_82;TOTAL;35
2021;HC_65;HP_11;TOTAL;0
2021;HC_65;HP_31;TOTAL;0
2021;HC_72;HP_72;TOTAL;6590
2021;HC_72;HP_73;TOTAL;7692
2022;HC_11;HP_13;TOTAL;862
2022;HC_12;HP_13;TOTAL;201
2022;HC_14;HP_13;TOTAL;8
2022;HC_14;HP_31;TOTAL;862
2022;HC_14;HP_33;TOTAL;9088
2022;HC_14;HP_34;TOTAL;300
2022;HC_23;HP_11;TOTAL;404
2022;HC_31;HP_11;TOTAL;1410
2022;HC_31;HP_21;TOTAL;35416
2022;HC_31;HP_22;TOTAL;209
2022;HC_32;HP_21;TOTAL;102
2022;HC_34;HP_33;TOTAL;3787
2022;HC_41;HP_11;TOTAL;327
2022;HC_41;HP_34;TOTAL;21
2022;HC_41;HP_42;TOTAL;4546
2022;HC_42;HP_12;TOTAL;0
2022;HC_42;HP_13;TOTAL;1
2022;HC_42;HP_31;TOTAL;108
2022;HC_42;HP_32;TOTAL;357
2022;HC_42;HP_34;TOTAL;75
2022;HC_43;HP_41;TOTAL;3297
2022;HC_43;HP_81;TOTAL;72
2022;HC_52;HP_51;TOTAL;2033
2022;HC_61;HP_34;TOTAL;156
2022;HC_61;HP_51;TOTAL;30
2022;HC_62;HP_32;TOTAL;1
2022;HC_62;HP_51;TOTAL;980
2022;HC_62;HP_6;TOTAL;829
2022;HC_63;HP_33;TOTAL;289
2022;HC_63;HP_51;TOTAL;2037
2022;HC_64;HP_31;TOTAL;214
2022;HC_64;HP_32;TOTAL;208
2022;HC_64;HP_33;TOTAL;4
2022;HC_64;HP_34;TOTAL;864
2022;HC_64;HP_59;TOTAL;0
2022;HC_64;HP_82;TOTAL;37
2022;HC_65;HP_51;TOTAL;2
2022;HC_65;HP_6;TOTAL;296
2023;HC_11;HP_13;TOTAL;906
2023;HC_12;HP_12;TOTAL;2
2023;HC_14;HP_11;TOTAL;1828
2023;HC_14;HP_12;TOTAL;43
2023;HC_14;HP_34;TOTAL;342
2023;HC_21;HP_11;TOTAL;9688
2023;HC_22;HP_11;TOTAL;1343
2023;HC_23;HP_34;TOTAL;104
2023;HC_31;HP_11;TOTAL;1488
2023;HC_34;HP_33;TOTAL;3945
2023;HC_41;HP_42;TOTAL;4710
2023;HC_42;HP_12;TOTAL;0
2023;HC_42;HP_34;TOTAL;88
2023;HC_43;HP_41;TOTAL;3610
2023;HC_43;HP_81;TOTAL;74
2023;HC_43;HP_82;TOTAL;3027
2023;HC_61;HP_51;TOTAL;27
2023;HC_62;HP_51;TOTAL;1067
2023;HC_62;HP_59;TOTAL;0
2023;HC_62;HP_6;TOTAL;230
2023;HC_63;HP_31;TOTAL;159
2023;HC_63;HP_33;TOTAL;15
2023;HC_63;HP_6;TOTAL;16
2023;HC_64;HP_11;TOTAL;0
2023;HC_64;HP_31;TOTAL;234
2023;HC_64;HP_32;TOTAL;215
2023;HC_64;HP_42;TOTAL;0
2023;HC_65;HP_51;TOTAL;1
2023;HC_65;HP_6;TOTAL;317
2023;HC_72;HP_73;TOTAL;8263
2024;HC_12;HP_12;TOTAL;2
2024;HC_12;HP_13;TOTAL;219
2024;HC_14;HP_13;TOTAL;10
2024;HC_14;HP_31;TOTAL;792
2024;HC_14;HP_34;TOTAL;388
2024;HC_21;HP_11;TOTAL;10367
2024;HC_21;HP_13;TOTAL;416
2024;HC_23;HP_11;TOTAL;519
2024;HC_23;HP_33;TOTAL;11319
2024;HC_23;HP_34;TOTAL;104
2024;HC_32;HP_21;TOTAL;107
2024;HC_33;HP_22;TOTAL;1668
2024;HC_34;HP_35;TOTAL;6278
2024;HC_41;HP_11;TOTAL;279
2024;HC_41;HP_13;TOTAL;16
2024;HC_41;HP_42;TOTAL;4675
2024;HC_42;HP_11;TOTAL;12
2024;HC_42;HP_31;TOTAL;136
2024;HC_52;HP_13;TOTAL;157
2024;HC_61;HP_34;TOTAL;182
2024;HC_61;HP_6;TOTAL;434
2024;HC_62;HP_31;TOTAL;104
2024;HC_62;HP_32;TOTAL;0
2024;HC_62;HP_33;TOTAL;9
2024;HC_62;HP_6;TOTAL;226
2024;HC_63;HP_33;TOTAL;3
2024;HC_63;HP_51;TOTAL;92
2024;HC_64;HP_31;TOTAL;222
2024;HC_64;HP_32;TOTAL;242
2024;HC_64;HP_34;TOTAL;1024
2024;HC_64;HP_42;TOTAL;0
2024;HC_64;HP_51;TOTAL;0
2024;HC_64;HP_82;TOTAL;40
2024;HC_65;HP_51;TOTAL;0
2024;HC_66;HP_6;TOTAL;263
2021;HC_131;TOTAL;HF_121;12032
2021;HC_132;TOTAL;HF_11;19
2021;HC_132;TOTAL;HF_121;5340
2021;HC_132;TOTAL;HF_21;2654
2021;HC_133;TOTAL;HF_121;18335
2021;HC_133;TOTAL;HF_122;1467
2021;HC_133;TOTAL;HF_32;1364
2021;HC_511;TOTAL;HF_122;1460
2021;HC_512;TOTAL;HF_21;37
2021;HC_512;TOTAL;HF_31;2291
2021;HC_513;TOTAL;HF_121;2332
2021;HC_513;TOTAL;HF_122;86
2021;HC_513;TOTAL;HF_32;98
2022;HC_131;TOTAL;HF_21;934
2022;HC_131;TOTAL;HF_32;1455
2022;HC_132;TOTAL;HF_31;733
2022;HC_511;TOTAL;HF_11;228
2022;HC_511;TOTAL;HF_21;1760
2022;HC_511;TOTAL;HF_31;220
2022;HC_512;TOTAL;HF_121;0
2022;HC_512;TOTAL;HF_31;2441
2022;HC_513;TOTAL;HF_11;15
2022;HC_513;TOTAL;HF_122;96
2022;HC_513;TOTAL;HF_21;199
2023;HC_131;TOTAL;HF_11;56
2023;HC_131;TOTAL;HF_122;1177
2023;HC_132;TOTAL;HF_21;2697
2023;HC_133;TOTAL;HF_21;1367
2023;HC_133;TOTAL;HF_32;1532
2023;HC_511;TOTAL;HF_121;36448
2023;HC_511;TOTAL;HF_31;235
2023;HC_512;TOTAL;HF_21;35
2023;HC_513;TOTAL;HF_11;16
2023;HC_513;TOTAL;HF_21;225
2024;HC_131;TOTAL;HF_121;13229
2024;HC_132;TOTAL;HF_11;31
2024;HC_132;TOTAL;HF_21;2940
2024;HC_132;TOTAL;HF_31;700
2024;HC_133;TOTAL;HF_21;1458
2024;HC_511;TOTAL;HF_11;274
2024;HC_511;TOTAL;HF_122;1785
2024;HC_513;TOTAL;HF_32;89
2021;HC_131;HP_33;TOTAL;485
2021;HC_132;HP_34;TOTAL;1906
2021;HC_511;HP_11;TOTAL;11995
2021;HC_511;HP_13;TOTAL;120
2021;HC_512;HP_51;TOTAL;2355
2021;HC_513;HP_33;TOTAL;0
2021;HC_513;HP_59;TOTAL;234
2022;HC_132;HP_31;TOTAL;93
2022;HC_133;HP_12;TOTAL;2340
2022;HC_511;HP_11;TOTAL;12490
2022;HC_511;HP_51;TOTAL;27590
2022;HC_512;HP_51;TOTAL;2598
2022;HC_513;HP_51;TOTAL;3183
2022;HC_513;HP_59;TOTAL;246
2023;HC_131;HP_11;TOTAL;5499
2023;HC_131;HP_13;TOTAL;940
2023;HC_132;HP_34;TOTAL;2307
2023;HC_133;HP_13;TOTAL;127
2023;HC_133;HP_33;TOTAL;269
2023;HC_513;HP_33;TOTAL;0
2023;HC_513;HP_51;TOTAL;2884
2023;HC_513;HP_52;TOTAL;3
2024;HC_131;HP_31;TOTAL;10051
2024;HC_131;HP_33;TOTAL;644
2024;HC_132;HP_32;TOTAL;12805
2024;HC_132;HP_34;TOTAL;2401
2024;HC_133;HP_13;TOTAL;124
2024;HC_133;HP_31;TOTAL;11015
2024;HC_133;HP_33;TOTAL;273
2024;HC_512;HP_51;TOTAL;2771
2024;HC_513;HP_33;TOTAL;0
2022;TOTAL;TOTAL;HF_11;9608
2022;TOTAL;TOTAL;HF_121;229190
2022;TOTAL;TOTAL;HF_21;17713
2023;TOTAL;TOTAL;HF_23;2234
2023;TOTAL;TOTAL;HF_32;25824
2024;TOTAL;TOTAL;HF_11;11688
2024;TOTAL;TOTAL;HF_21;19432
2021;TOTAL;HP_13;TOTAL;2452
2021;TOTAL;HP_31;TOTAL;20869
2021;TOTAL;HP_33;TOTAL;23875
2021;TOTAL;HP_34;TOTAL;5378
2021;TOTAL;HP_35;TOTAL;4006
2021;TOTAL;HP_41;TOTAL;3096
2021;TOTAL;HP_59;TOTAL;4455
2021;TOTAL;HP_73;TOTAL;7692
2021;TOTAL;HP_81;TOTAL;72
2022;TOTAL;HP_21;TOTAL;35518
2022;TOTAL;HP_32;TOTAL;12685
2022;TOTAL;HP_33;TOTAL;24246
2022;TOTAL;HP_35;TOTAL;4588
2022;TOTAL;HP_41;TOTAL;3297
2022;TOTAL;HP_52;TOTAL;10062
2022;TOTAL;HP_71;TOTAL;1111
2022;TOTAL;HP_73;TOTAL;7905
2022;TOTAL;HP_82;TOTAL;3346
2023;TOTAL;HP_31;TOTAL;21684
2023;TOTAL;HP_32;TOTAL;13123
2023;TOTAL;HP_41;TOTAL;3610
2023;TOTAL;HP_42;TOTAL;10124
2023;TOTAL;HP_51;TOTAL;37064
2023;TOTAL;HP_52;TOTAL;10556
2023;TOTAL;HP_72;TOTAL;6728
2023;TOTAL;HP_73;TOTAL;8263
2024;TOTAL;HP_31;TOTAL;22523
2024;TOTAL;HP_33;TOTAL;26227
2024;TOTAL;HP_34;TOTAL;6619
2024;TOTAL;HP_35;TOTAL;6278
2024;TOTAL;HP_41;TOTAL;3609
2024;TOTAL;HP_51;TOTAL;38709
2024;TOTAL;HP_59;TOTAL;5225
2024;TOTAL;HP_6;TOTAL;4453
2024;TOTAL;HP_72;TOTAL;6990
2024;TOTAL;HP_73;TOTAL;8744
2021;TOTAL;HP_6;HF_21;0
2022;TOTAL;HP_6;HF_11;383
2022;TOTAL;HP_6;HF_23;2271
2023;TOTAL;HP_6;HF_23;2234
2024;TOTAL;HP_6;HF_11;451
2024;TOTAL;HP_6;HF_121;1758
2024;TOTAL;HP_6;HF_23;2244
2021;TOTAL;HP_12;HF_11;208
2021;TOTAL;HP_12;HF_21;215
2021;TOTAL;HP_12;HF_32;166
2021;TOTAL;HP_13;HF_11;5
2021;TOTAL;HP_21;HF_11;750
2021;TOTAL;HP_31;HF_121;15595
2021;TOTAL;HP_31;HF_21;1550
2021;TOTAL;HP_32;HF_121;4810
2021;TOTAL;HP_32;HF_21;2335
2021;TOTAL;HP_33;HF_21;1149
2021;TOTAL;HP_33;HF_31;2131
2021;TOTAL;HP_33;HF_32;906
2021;TOTAL;HP_34;HF_21;346
2021;TOTAL;HP_41;HF_122;32
2021;TOTAL;HP_42;HF_32;636
2021;TOTAL;HP_51;HF_21;2246
2021;TOTAL;HP_51;HF_31;3224
2021;TOTAL;HP_52;HF_121;1195
2021;TOTAL;HP_52;HF_21;2223
2021;TOTAL;HP_59;HF_11;12
2021;TOTAL;HP_59;HF_21;287
2021;TOTAL;HP_72;HF_121;6590
2021;TOTAL;HP_73;HF_21;4181
2021;TOTAL;HP_82;HF_11;637
2022;TOTAL;HP_11;HF_121;90449
2022;TOTAL;HP_11;HF_122;1561
2022;TOTAL;HP_11;HF_21;2038
2022;TOTAL;HP_11;HF_31;169
2022;TOTAL;HP_11;HF_32;2218
2022;TOTAL;HP_12;HF_121;12063
2022;TOTAL;HP_12;HF_122;132
2022;TOTAL;HP_13;HF_21;97
2022;TOTAL;HP_22;HF_121;1745
2022;TOTAL;HP_32;HF_21;2297
2022;TOTAL;HP_32;HF_31;664
2022;TOTAL;HP_32;HF_32;1457
2022;TOTAL;HP_33;HF_121;18650
2022;TOTAL;HP_33;HF_32;957
2022;TOTAL;HP_34;HF_21;368
2022;TOTAL;HP_34;HF_31;69
2022;TOTAL;HP_41;HF_121;3124
2022;TOTAL;HP_42;HF_32;622
2022;TOTAL;HP_51;HF_11;159
2022;TOTAL;HP_52;HF_121;1258
2022;TOTAL;HP_52;HF_21;2173
2022;TOTAL;HP_52;HF_32;2507
2022;TOTAL;HP_59;HF_121;3946
2022;TOTAL;HP_59;HF_21;265
2022;TOTAL;HP_72;HF_121;6729
2022;TOTAL;HP_81;HF_11;0
2022;TOTAL;HP_81;HF_122;1
2022;TOTAL;HP_81;HF_32;2
2022;TOTAL;HP_82;HF_31;52
2022;TOTAL;HP_82;HF_32;38
2023;TOTAL;HP_11;HF_21;2297
2023;TOTAL;HP_11;HF_31;193
2023;TOTAL;HP_11;HF_32;2005
2023;TOTAL;HP_12;HF_121;12981
2023;TOTAL;HP_13;HF_122;85
2023;TOTAL;HP_21;HF_32;13200
2023;TOTAL;HP_31;HF_11;138
2023;TOTAL;HP_31;HF_21;1576
2023;TOTAL;HP_31;HF_31;59
2023;TOTAL;HP_32;HF_121;5068
2023;TOTAL;HP_33;HF_11;58
2023;TOTAL;HP_33;HF_122;1275
2023;TOTAL;HP_33;HF_21;1242
2023;TOTAL;HP_33;HF_31;2446
2023;TOTAL;HP_33;HF_32;1104
2023;TOTAL;HP_41;HF_32;77
2023;TOTAL;HP_42;HF_32;562
2023;TOTAL;HP_51;HF_11;170
2023;TOTAL;HP_51;HF_122;2127
2023;TOTAL;HP_52;HF_121;1342
2023;TOTAL;HP_52;HF_31;202
2023;TOTAL;HP_52;HF_32;2570
2023;TOTAL;HP_59;HF_121;4208
2023;TOTAL;HP_59;HF_21;285
2023;TOTAL;HP_72;HF_121;6728
2023;TOTAL;HP_81;HF_122;1
2023;TOTAL;HP_81;HF_21;1
2023;TOTAL;HP_81;HF_32;2
2023;TOTAL;HP_82;HF_11;701
2023;TOTAL;HP_82;HF_21;66
2024;TOTAL;HP_11;HF_11;1140
2024;TOTAL;HP_11;HF_121;98469
2024;TOTAL;HP_12;HF_122;158
2024;TOTAL;HP_13;HF_11;6
2024;TOTAL;HP_13;HF_121;2434
2024;TOTAL;HP_13;HF_32;314
2024;TOTAL;HP_21;HF_11;817
2024;TOTAL;HP_31;HF_32;2069
2024;TOTAL;HP_32;HF_121;4989
2024;TOTAL;HP_32;HF_32;1415
2024;TOTAL;HP_33;HF_21;1326
2024;TOTAL;HP_34;HF_122;641
2024;TOTAL;HP_42;HF_21;783
2024;TOTAL;HP_51;HF_11;184
2024;TOTAL;HP_51;HF_121;28704
2024;TOTAL;HP_51;HF_122;2257
2024;TOTAL;HP_51;HF_21;2451
2024;TOTAL;HP_51;HF_32;1688
2024;TOTAL;HP_52;HF_11;7
2024;TOTAL;HP_52;HF_31;163
2024;TOTAL;HP_52;HF_32;2643
2024;TOTAL;HP_59;HF_122;226
2024;TOTAL;HP_59;HF_21;299
2024;TOTAL;HP_72;HF_121;6990
2024;TOTAL;HP_73;HF_122;3994
2024;TOTAL;HP_82;HF_122;55
2021;TOTAL;TOTAL;TOTAL;302969
2021;HC_131;TOTAL;TOTAL;15518
2021;HC_133;TOTAL;TOTAL;22657
2021;HC_21;TOTAL;TOTAL;9289
2021;HC_31;TOTAL;TOTAL;35916
2021;HC_42;TOTAL;TOTAL;4895
2021;HC_43;TOTAL;TOTAL;5650
2021;HC_511;TOTAL;TOTAL;38189
2021;HC_513;TOTAL;TOTAL;3365
2021;HC_61;TOTAL;TOTAL;1104
2021;HC_62;TOTAL;TOTAL;4274
2021;HC_64;TOTAL;TOTAL;4304
2021;HC_71;TOTAL;TOTAL;1126
2022;HC_21;TOTAL;TOTAL;9577
2022;HC_22;TOTAL;TOTAL;1161
